SequenceName	ClusterNumber
MH472508|Germany|2017-01-15	-1
KEXV01034043|Brazil|Goias|2017-01-15	104
MN509119|Brazil|Goias|2014-01-15	243
KEXV01044367|Brazil|SaoPaulo|2016-01-15	-1
GU969567|Italy|2008-01-15	-1
AJ249238|France|1996-01-15	-1
KY640110|Brazil|SaoPaulo|2015-01-15	246
KEXV01043273|Brazil|SaoPaulo|2016-01-15	-1
KY640036|Brazil|SaoPaulo|2015-01-15	318
MN237475|Brazil|SaoPaulo|2015-01-15	-1
KEXV01031041|Brazil|SantaCatarina|2015-01-15	-1
KT805896|Bulgaria|2010-01-15	-1
KEXV01038855|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01032370|Brazil|Bahia|2016-01-15	-1
KEXV01007098|Brazil|MinasGerais|2014-01-15	-1
KEXV01011984|Brazil|SaoPaulo|2015-01-15	154
JF683771|Cyprus|2008-01-15	-1
KEXV01044257|Brazil|SaoPaulo|2016-01-15	-1
EU553036|Romania|2003-01-15	295
KEXV01035182|Brazil|MinasGerais|2017-01-15	-1
MK177697|Spain|2017-01-15	329
HV0001|Brazil|Bahia|2014-07-11	-1
KEXV01008619|Brazil|RioDeJaneiro|2015-01-15	-1
HM534039|Brazil|SaoPaulo|2009-01-15	155
KJ194761|Romania|2012-01-15	-1
KX159005|Romania|2013-01-15	272
MF403317|Spain|2012-01-15	-1
KEXV01035835|Brazil|MatoGrosso|2017-01-15	-1
MN237138|Brazil|SaoPaulo|2016-01-15	-1
KEXV01032123|Brazil|Bahia|2016-01-15	-1
KEXV01012095|Brazil|MatoGrossoDoSul|2015-01-15	212
KEXV01038545|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01007223|Brazil|MinasGerais|2015-01-15	-1
KEXV01029260|Brazil|Amazonas|2015-01-15	-1
KEXV01016419|Brazil|SaoPaulo|2015-01-15	-1
KP115390|Brazil|SaoPaulo|2012-01-15	-1
EF449996|Switzerland|2004-01-15	-1
KEXV01015656|Brazil|SaoPaulo|2015-01-15	30
KEXV01009132|Brazil|RioDeJaneiro|2015-01-15	-1
KEXV01032465|Brazil|Bahia|2017-01-15	5
MK177769|Spain|2018-01-15	329
MT788295|Italy|2012-01-15	17
MN235999|Brazil|SaoPaulo|2014-01-15	-1
KEXV01036359|Brazil|Para|2017-01-15	97
KT378870|China|2009-01-15	92
JN670706|Argentina|2006-01-15	-1
KEXV01033655|Brazil|EspiritoSanto|2017-01-15	-1
KEXV01035925|Brazil|MatoGrosso|2017-01-15	-1
KEXV01042153|Brazil|SantaCatarina|2016-01-15	187
KEXV01039549|Brazil|RioDeJaneiro|2017-01-15	-1
KEXV01035582|Brazil|MatoGrossoDoSul|2016-01-15	-1
MN235963|Brazil|SaoPaulo|2014-01-15	127
KJ194777|Romania|2012-01-15	-1
KEXV01033706|Brazil|EspiritoSanto|2017-01-15	-1
KEXV01029701|Brazil|Pernambuco|2015-01-15	-1
KEXV01042204|Brazil|SantaCatarina|2016-01-15	-1
KJ883124|Spain|2012-01-15	-1
OQ377039|BR|2018-01-15	43
KJ194697|Romania|2011-01-15	-1
AY213523|Brazil|Parana|Curitiba|2001-01-15	153
KEXV01008203|Brazil|RioDeJaneiro|2014-01-15	-1
KEXV01039765|Brazil|RioDeJaneiro|2017-01-15	-1
JQ280909|Romania|2007-01-15	-1
KEXV01043074|Brazil|SaoPaulo|2016-01-15	-1
KP121143|Turkey|2014-01-15	-1
KX887690|Brazil|Para|2015-01-15	14
EU552983|Romania|2003-01-15	351
KEXV01008696|Brazil|RioDeJaneiro|2015-01-15	-1
HV0199|Brazil|Bahia|2015-03-09	91
AY999679|Brazil|SaoPaulo|SaoPaulo|1998-01-15	-1
MN237227|Brazil|SaoPaulo|2017-01-15	-1
KEXV01040831|Brazil|RioGrandeDoSul|2016-01-15	-1
KEXV01034862|Brazil|MinasGerais|2016-01-15	-1
KEXV01035989|Brazil|Para|2016-01-15	71
KEXV01032750|Brazil|Bahia|2017-01-15	230
JQ083002|Romania|2004-01-15	-1
MN235984|Brazil|SaoPaulo|2014-01-15	-1
KEXV01046719|Brazil|SaoPaulo|2017-01-15	-1
KEXV01015898|Brazil|SaoPaulo|2015-01-15	-1
EU553190|Romania|2005-01-15	365
JN010253|Spain|2011-01-15	-1
MN237056|Brazil|SaoPaulo|2015-01-15	-1
KEXV01015862|Brazil|SaoPaulo|2015-01-15	-1
KP140913|France|2014-01-15	-1
KEXV01007155|Brazil|MinasGerais|2014-01-15	-1
FJ591726|Brazil|RioDeJaneiro|2006-01-15	-1
EU552999|Romania|2003-01-15	-1
KEXV01035780|Brazil|MatoGrosso|2016-01-15	-1
KEXV01046071|Brazil|SaoPaulo|2017-01-15	-1
KEXV01034871|Brazil|MinasGerais|2016-01-15	-1
EU553115|Romania|2005-01-15	-1
AY643209|Brazil|SaoPaulo|2002-01-15	126
JQ083064|Romania|2007-01-15	198
KEXV01038313|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01033807|Brazil|Goias|2016-01-15	-1
FJ900268|Angola|2006-01-15	-1
HM025198|Brazil|SaoPaulo|2006-01-15	-1
KEXV01012450|Brazil|RioGrandeDoSul|2015-01-15	-1
MN236705|Brazil|SaoPaulo|2015-01-15	-1
KEXV01039578|Brazil|RioDeJaneiro|2017-01-15	-1
KEXV01032969|Brazil|Ceara|2016-01-15	-1
KEXV01046292|Brazil|SaoPaulo|2017-01-15	-1
JQ083065|Romania|2007-01-15	198
KEXV01034177|Brazil|Goias|2017-01-15	-1
HV0032|Brazil|Bahia|2014-10-14	268
KEXV01033376|Brazil|DistritoFederal|2016-01-15	-1
KEXV01036931|Brazil|Pernambuco|2016-01-15	-1
AM041018|DemocraticRepublicCongo|2002-01-15	-1
KEXV01044374|Brazil|SaoPaulo|2016-01-15	123
MH471826|Germany|2013-01-15	-1
HM025340|Brazil|SaoPaulo|2007-01-15	-1
KEXV01042801|Brazil|Sergipe|2017-01-15	-1
KEXV01042861|Brazil|SaoPaulo|2015-01-15	85
KJ194681|Romania|2012-01-15	300
KEXV01037066|Brazil|Pernambuco|2016-01-15	-1
KT737352|Brazil|Amapa|2014-01-15	164
KEXV01011482|Brazil|SaoPaulo|2014-01-15	255
KEXV01034663|Brazil|MinasGerais|2016-01-15	-1
KJ883142|Spain|2010-01-15	-1
EU553003|Romania|2003-01-15	321
EU552938|Romania|2005-01-15	-1
DQ877768|Belgium|2003-01-15	-1
KP231400|Romania|2012-01-15	-1
KEXV01039533|Brazil|RioDeJaneiro|2017-01-15	-1
FJ481660|Spain|2004-01-15	-1
KEXV01033616|Brazil|EspiritoSanto|2016-01-15	-1
HM025487|Brazil|SaoPaulo|2007-01-15	-1
EU553004|Romania|2003-01-15	-1
KEXV01007531|Brazil|MinasGerais|2015-01-15	-1
MT222953|UnitedKingdom|2015-01-15	353
MF157738|Spain|2006-01-15	-1
DQ878705|Italy|2003-01-15	-1
KEXV01046830|Brazil|Tocantins|2017-01-15	-1
KEXV01012602|Brazil|RioGrandeDoSul|2015-01-15	-1
KEXV01014839|Brazil|SaoPaulo|2014-01-15	-1
KEXV01040079|Brazil|Roraima|2016-01-15	-1
KJ194824|Romania|2013-01-15	-1
KEXV01004745|Brazil|Alagoas|2015-01-15	-1
KEXV01034702|Brazil|MinasGerais|2016-01-15	-1
EU189730|Brazil|SaoPaulo|2006-01-15	-1
KEXV01034944|Brazil|MinasGerais|2016-01-15	-1
MN237062|Brazil|SaoPaulo|2015-01-15	-1
MN236506|Brazil|SaoPaulo|2015-01-15	79
KJ194825|Romania|2013-01-15	-1
KEXV01046093|Brazil|SaoPaulo|2017-01-15	-1
KJ194745|Romania|2012-01-15	-1
KEXV01032619|Brazil|Bahia|2017-01-15	-1
KEXV01037310|Brazil|Pernambuco|2017-01-15	-1
KT203258|Brazil|Parana|Curitiba|2015-01-15	203
JN010243|Spain|2010-01-15	-1
KEXV01007212|Brazil|MinasGerais|2014-01-15	-1
FJ784194|Brazil|Goias|Goiania|2003-01-15	-1
KEXV01040860|Brazil|RioGrandeDoSul|2016-01-15	-1
KEXV01015175|Brazil|SaoPaulo|2014-01-15	-1
KEXV01036869|Brazil|Pernambuco|2016-01-15	-1
KEXV01034711|Brazil|MinasGerais|2016-01-15	-1
EU552951|Romania|2003-01-15	-1
KEXV01006964|Brazil|MinasGerais|2014-01-15	-1
EU258076|Brazil|SaoPaulo|2004-01-15	-1
KEXV01035386|Brazil|MinasGerais|2017-01-15	-1
KEXV01016006|Brazil|SaoPaulo|2015-01-15	-1
KEXV01038465|Brazil|RioDeJaneiro|2016-01-15	238
MN971896|Brazil|Maranhao|2016-01-15	15
MN014521|Spain|2014-01-15	242
KEXV01039562|Brazil|RioDeJaneiro|2017-01-15	-1
KEXV01037400|Brazil|Pernambuco|2017-01-15	-1
JN937080|Angola|2010-01-15	-1
ON611654|Italy|2019-01-15	-1
KEXV01041319|Brazil|RioGrandeDoSul|2017-01-15	-1
KEXV01038417|Brazil|RioDeJaneiro|2016-01-15	-1
MT741472|FrenchGuiana|2017-01-15	-1
KEXV01041163|Brazil|RioGrandeDoSul|2017-01-15	-1
JN671097|Argentina|2006-01-15	-1
KEXV01039301|Brazil|RioDeJaneiro|2017-01-15	-1
KX887983|Brazil|RioGrandeDoNorte|2015-01-15	-1
KEXV01041484|Brazil|RioGrandeDoSul|2017-01-15	18
JQ280889|Romania|2006-01-15	225
KEXV01012004|Brazil|SaoPaulo|2015-01-15	-1
JN671057|Argentina|2006-01-15	106
HM025493|Brazil|SaoPaulo|2007-01-15	-1
KEXV01037391|Brazil|Pernambuco|2017-01-15	-1
AY643216|Brazil|SaoPaulo|2002-01-15	-1
KEXV01032012|Brazil|Amapa|2017-01-15	-1
EU552967|Romania|2003-01-15	-1
MK177749|Spain|2016-01-15	329
FJ591784|Brazil|RioDeJaneiro|2006-01-15	-1
KEXV01005012|Brazil|Bahia|2015-01-15	-1
KEXV01012305|Brazil|RioGrandeDoNorte|2014-01-15	-1
MH472316|Germany|2016-01-15	-1
JQ083032|Romania|2007-01-15	310
KEXV01007013|Brazil|MinasGerais|2014-01-15	-1
KEXV01036382|Brazil|Para|2017-01-15	-1
KJ658999|Brazil|Goias|2012-01-15	73
KY639847|Brazil|SaoPaulo|2013-01-15	-1
EU553254|Romania|2006-01-15	332
EF042667|Brazil|RioDeJaneiro|Saquarema|2005-01-15	22
EU553174|Romania|2005-01-15	-1
JQ083033|Romania|2007-01-15	310
KEXV01039637|Brazil|RioDeJaneiro|2017-01-15	-1
KJ883114|Spain|2012-01-15	309
EU553094|Romania|2004-01-15	346
MN509141|Brazil|Goias|2014-01-15	-1
KEXV01037156|Brazil|Pernambuco|2017-01-15	-1
KEXV01042898|Brazil|SaoPaulo|2016-01-15	-1
EU553095|Romania|2004-01-15	375
MK041565|Brazil|RioDeJaneiro|RioDeJaneiro|2016-01-15	-1
KEXV01008833|Brazil|RioDeJaneiro|2015-01-15	-1
KEXV01039640|Brazil|RioDeJaneiro|2017-01-15	-1
KEXV01033866|Brazil|Goias|2016-01-15	-1
JQ083048|Romania|2007-01-15	-1
KEXV01040822|Brazil|RioGrandeDoSul|2016-01-15	-1
KEXV01039114|Brazil|RioDeJaneiro|2017-01-15	-1
KEXV01035217|Brazil|MinasGerais|2017-01-15	-1
MN971875|Brazil|Maranhao|2017-01-15	-1
MN133179|Italy|2014-01-15	352
KEXV01046527|Brazil|SaoPaulo|2017-01-15	-1
KEXV01008571|Brazil|RioDeJaneiro|2015-01-15	-1
JN670311|Argentina|2005-01-15	-1
KEXV01045433|Brazil|SaoPaulo|2017-01-15	-1
KX989624|France|2012-01-15	353
JQ083049|Romania|2007-01-15	-1
KEXV01037838|Brazil|Parana|2016-01-15	-1
HM191574|Romania|2004-01-15	-1
KEXV01008523|Brazil|RioDeJaneiro|2015-01-15	-1
KEXV01039330|Brazil|RioDeJaneiro|2017-01-15	-1
FJ591341|Brazil|Parana|2005-01-15	-1
KEXV01033650|Brazil|EspiritoSanto|2017-01-15	-1
KEXV01035443|Brazil|MinasGerais|2017-01-15	-1
EU553063|Romania|2003-01-15	-1
KEXV01009033|Brazil|RioDeJaneiro|2015-01-15	-1
HM191575|Romania|2004-01-15	-1
KEXV01007237|Brazil|MinasGerais|2015-01-15	-1
KEXV01045895|Brazil|SaoPaulo|2017-01-15	-1
KP231380|Romania|2011-01-15	-1
KEXV01034595|Brazil|MinasGerais|2016-01-15	-1
KU685566|Spain|2015-01-15	-1
KEXV01015470|Brazil|SaoPaulo|2015-01-15	101
EU068447|Angola|2001-01-15	-1
FJ900267|Angola|2006-01-15	-1
KEXV01033343|Brazil|DistritoFederal|2016-01-15	-1
KEXV01045123|Brazil|SaoPaulo|2017-01-15	-1
GQ399691|Italy|2004-01-15	192
KJ194713|Romania|2012-01-15	-1
KEXV01039188|Brazil|RioDeJaneiro|2017-01-15	-1
KEXV01032839|Brazil|Ceara|2016-01-15	-1
KEXV01043941|Brazil|SaoPaulo|2016-01-15	-1
KEXV01029580|Brazil|Para|2015-01-15	-1
KEXV01008646|Brazil|RioDeJaneiro|2015-01-15	107
MT788026|Italy|2014-01-15	110
KT276257|Spain|2014-01-15	330
KEXV01007246|Brazil|MinasGerais|2015-01-15	-1
KEXV01038208|Brazil|Parana|2017-01-15	-1
KEXV01045344|Brazil|SaoPaulo|2017-01-15	-1
KEXV01037426|Brazil|Pernambuco|2017-01-15	-1
MK177739|Spain|2015-01-15	329
KEXV01041348|Brazil|RioGrandeDoSul|2017-01-15	-1
KEXV01035905|Brazil|MatoGrosso|2017-01-15	-1
KEXV01040047|Brazil|Roraima|2016-01-15	-1
JN195930|Brazil|SaoPaulo|SaoPaulo|2007-01-15	-1
KEXV01038785|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01014500|Brazil|SaoPaulo|2014-01-15	-1
MN236025|Brazil|SaoPaulo|2014-01-15	89
KEXV01009108|Brazil|RioDeJaneiro|2015-01-15	-1
MK177764|Spain|2018-01-15	329
KEXV01038073|Brazil|Parana|2017-01-15	-1
KJ194809|Romania|2013-01-15	-1
MK543544|Angola|2018-01-15	-1
KEXV01007518|Brazil|MinasGerais|2015-01-15	-1
KEXV01012209|Brazil|Paraiba|2014-01-15	-1
MT741475|FrenchGuiana|2017-01-15	-1
KEXV01035244|Brazil|MinasGerais|2017-01-15	-1
KEXV01008227|Brazil|RioDeJaneiro|2014-01-15	-1
KEXV01007255|Brazil|MinasGerais|2015-01-15	-1
KEXV01043647|Brazil|SaoPaulo|2016-01-15	101
KJ883089|Spain|2011-01-15	330
KEXV01042353|Brazil|SantaCatarina|2016-01-15	-1
KEXV01014647|Brazil|SaoPaulo|2014-01-15	-1
HM191559|Romania|2003-01-15	319
MG365874|Brazil|RioDeJaneiro|2008-01-15	-1
KEXV01045770|Brazil|SaoPaulo|2017-01-15	-1
KEXV01045034|Brazil|SaoPaulo|2017-01-15	-1
EU552935|Romania|2003-01-15	-1
JQ280933|Romania|2003-01-15	-1
KEXV01045696|Brazil|SaoPaulo|2017-01-15	-1
KEXV01032736|Brazil|Bahia|2017-01-15	-1
EU553269|Romania|2007-01-15	-1
KEXV01032223|Brazil|Bahia|2016-01-15	-1
GQ400079|Italy|2004-01-15	-1
JQ280934|Romania|2003-01-15	-1
FJ481663|Spain|2007-01-15	-1
KEXV01045991|Brazil|SaoPaulo|2017-01-15	-1
HM118043|Brazil|SaoPaulo|Santos|2006-01-15	214
EU553222|Romania|2006-01-15	334
MH471729|Germany|2013-01-15	-1
EU553142|Romania|2005-01-15	-1
KEXV01039848|Brazil|RioGrandeDoNorte|2015-01-15	-1
KEXV01043337|Brazil|SaoPaulo|2016-01-15	-1
KEXV01032090|Brazil|Bahia|2016-01-15	-1
JN010233|Spain|2010-01-15	-1
KEXV01036913|Brazil|Pernambuco|2016-01-15	-1
KJ194788|Romania|2011-01-15	-1
KEXV01005098|Brazil|Ceara|2015-01-15	-1
KEXV01044726|Brazil|SaoPaulo|2016-01-15	-1
KX159031|Romania|2014-01-15	-1
MN236231|Brazil|SaoPaulo|2014-01-15	-1
KEXV01042086|Brazil|SantaCatarina|2016-01-15	-1
KEXV01038337|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01036746|Brazil|Pernambuco|2016-01-15	-1
JQ616895|Angola|2009-01-15	-1
KEXV01046835|Brazil|Tocantins|2017-01-15	-1
KEXV01036629|Brazil|Paraiba|2017-01-15	-1
KEXV01014632|Brazil|SaoPaulo|2014-01-15	-1
MK720340|Cameroon|2018-01-15	29
KEXV01037727|Brazil|Parana|2016-01-15	-1
KEXV01039910|Brazil|RioGrandeDoNorte|2016-01-15	-1
KEXV01014558|Brazil|SaoPaulo|2014-01-15	-1
KEXV01005224|Brazil|Goias|2014-01-15	269
KEXV01037270|Brazil|Pernambuco|2017-01-15	-1
EU553238|Romania|2006-01-15	-1
KEXV01039172|Brazil|RioDeJaneiro|2017-01-15	-1
AY643238|Brazil|SaoPaulo|2003-01-15	-1
EU553110|Romania|2004-01-15	-1
EU553158|Romania|2005-01-15	295
EU553078|Romania|2004-01-15	-1
KEXV01014853|Brazil|SaoPaulo|2014-01-15	-1
JQ280920|Romania|2008-01-15	-1
KEXV01004834|Brazil|Bahia|2015-01-15	-1
KEXV01014448|Brazil|SaoPaulo|2014-01-15	-1
KEXV01009318|Brazil|RioGrandeDoSul|2015-01-15	39
MN014542|Spain|2014-01-15	-1
EU553111|Romania|2004-01-15	344
KEXV01044837|Brazil|SaoPaulo|2016-01-15	-1
KEXV01042231|Brazil|SantaCatarina|2016-01-15	8
KEXV01037202|Brazil|Pernambuco|2017-01-15	-1
EU553031|Romania|2003-01-15	356
EU553079|Romania|2004-01-15	-1
KEXV01012298|Brazil|RioGrandeDoNorte|2014-01-15	-1
KEXV01037360|Brazil|Pernambuco|2017-01-15	-1
KEXV01009091|Brazil|RioDeJaneiro|2015-01-15	-1
KEXV01037974|Brazil|Parana|2017-01-15	-1
MN133161|Italy|2010-01-15	202
KEXV01032641|Brazil|Bahia|2017-01-15	-1
KEXV01035646|Brazil|MatoGrossoDoSul|2017-01-15	212
KEXV01037193|Brazil|Pernambuco|2017-01-15	-1
KEXV01032603|Brazil|Bahia|2017-01-15	165
KEXV01030942|Brazil|Parana|2015-01-15	-1
KJ883104|Spain|2012-01-15	-1
MN236577|Brazil|SaoPaulo|2015-01-15	-1
KEXV01014469|Brazil|SaoPaulo|2014-01-15	-1
EU553047|Romania|2003-01-15	-1
GU326163|Spain|2009-01-15	-1
KEXV01036245|Brazil|Para|2017-01-15	96
JN114131|Brazil|Goias|Goiania|2008-01-15	-1
KEXV01044527|Brazil|SaoPaulo|2016-01-15	-1
KEXV01035310|Brazil|MinasGerais|2017-01-15	-1
KEXV01002494|Brazil|DistritoFederal|2015-01-15	-1
KEXV01002630|Brazil|Goias|2015-01-15	-1
KJ194772|Romania|2012-01-15	-1
KX159016|Romania|2013-01-15	-1
KX838815|Brazil|SaoPaulo|2015-01-15	232
KEXV01040236|Brazil|RioGrandeDoSul|2016-01-15	-1
FJ591326|Brazil|Parana|2005-01-15	-1
KJ194692|Romania|2011-01-15	297
KEXV01033774|Brazil|Goias|2016-01-15	-1
OL982317|ES|2019-01-15	-1
JF929061|Spain|2007-01-15	174
JQ280904|Romania|2007-01-15	-1
KEXV01039202|Brazil|RioDeJaneiro|2017-01-15	-1
GU288801|Brazil|SaoPaulo|2003-01-15	-1
KEXV01034068|Brazil|Goias|2017-01-15	45
KEXV01037215|Brazil|Pernambuco|2017-01-15	-1
FJ771008|Brazil|SaoPaulo|2006-01-15	-1
KEXV01006962|Brazil|MinasGerais|2014-01-15	-1
KEXV01035983|Brazil|Para|2016-01-15	-1
AY999525|Brazil|SaoPaulo|SaoPaulo|1998-01-15	-1
KX838732|Brazil|SaoPaulo|2014-01-15	-1
KEXV01035167|Brazil|MinasGerais|2017-01-15	-1
KEXV01016372|Brazil|SaoPaulo|2015-01-15	-1
MN236053|Brazil|SaoPaulo|2014-01-15	-1
KEXV01008779|Brazil|RioDeJaneiro|2015-01-15	-1
KEXV01046025|Brazil|SaoPaulo|2017-01-15	-1
KEXV01014454|Brazil|SaoPaulo|2014-01-15	-1
AY999673|Brazil|SaoPaulo|SaoPaulo|1998-01-15	-1
KEXV01014785|Brazil|SaoPaulo|2014-01-15	74
KEXV01007002|Brazil|MinasGerais|2014-01-15	-1
KEXV01046687|Brazil|SaoPaulo|2017-01-15	-1
EU032011|Romania|2006-01-15	351
KEXV01034286|Brazil|Maranhao|2016-01-15	179
KEXV01033310|Brazil|DistritoFederal|2016-01-15	-1
JQ083016|Romania|2008-01-15	-1
EU189705|Brazil|SaoPaulo|2005-01-15	-1
KEXV01036939|Brazil|Pernambuco|2016-01-15	248
KF922201|Brazil|RioDeJaneiro|2005-01-15	-1
MN237368|Brazil|SaoPaulo|2014-01-15	-1
FJ900266|Angola|2006-01-15	-1
KP115440|Brazil|SaoPaulo|2012-01-15	-1
KEXV01006971|Brazil|MinasGerais|2014-01-15	-1
EU552994|Romania|2003-01-15	-1
EU032012|Romania|2006-01-15	351
KEXV01009028|Brazil|RioDeJaneiro|2015-01-15	238
KEXV01044733|Brazil|SaoPaulo|2016-01-15	-1
KEXV01004779|Brazil|Bahia|2015-01-15	-1
KF853627|Angola|2009-01-15	-1
MF545195|Brazil|MatoGrossoDoSul|2011-01-15	-1
GQ294625|Brazil|SaoPaulo|2006-01-15	-1
MT570537|UnitedKingdom|2016-01-15	367
MN237436|Brazil|SaoPaulo|2015-01-15	-1
KEXV01033850|Brazil|Goias|2016-01-15	-1
KJ883091|Spain|2011-01-15	-1
AY213511|Brazil|Parana|Curitiba|2001-01-15	-1
KEXV01007611|Brazil|MinasGerais|2015-01-15	-1
KEXV01015837|Brazil|SaoPaulo|2015-01-15	-1
KEXV01032206|Brazil|Bahia|2016-01-15	-1
KEXV01011945|Brazil|SaoPaulo|2015-01-15	318
AY643245|Brazil|SaoPaulo|2003-01-15	-1
MN237400|Brazil|SaoPaulo|2015-01-15	111
KEXV01044549|Brazil|SaoPaulo|2016-01-15	196
KEXV01034144|Brazil|Goias|2017-01-15	-1
KEXV01034106|Brazil|Goias|2017-01-15	-1
KEXV01015801|Brazil|SaoPaulo|2015-01-15	-1
KEXV01015218|Brazil|SaoPaulo|2014-01-15	-1
EU553206|Romania|2006-01-15	-1
JQ280885|Romania|2005-01-15	-1
EU553126|Romania|2005-01-15	-1
KX838821|Brazil|SaoPaulo|2015-01-15	250
KEXV01036860|Brazil|Pernambuco|2016-01-15	-1
KEXV01039399|Brazil|RioDeJaneiro|2017-01-15	-1
KEXV01041754|Brazil|RioGrandeDoSul|2017-01-15	-1
KEXV01036039|Brazil|Para|2016-01-15	167
KEXV01045099|Brazil|SaoPaulo|2017-01-15	-1
KEXV01036693|Brazil|Pernambuco|2016-01-15	-1
KEXV01043255|Brazil|SaoPaulo|2016-01-15	-1
JQ083076|Romania|2007-01-15	-1
KEXV01033552|Brazil|EspiritoSanto|2016-01-15	-1
KEXV01046231|Brazil|SaoPaulo|2017-01-15	72
KY640018|Brazil|SaoPaulo|2015-01-15	220
KEXV01035457|Brazil|MinasGerais|2017-01-15	-1
KEXV01007468|Brazil|MinasGerais|2015-01-15	-1
MN236694|Brazil|SaoPaulo|2015-01-15	162
KEXV01012221|Brazil|Paraiba|2014-01-15	-1
KJ883135|Spain|2013-01-15	-1
AF204039|Romania|1993-01-15	316
JN670373|Argentina|2005-01-15	-1
KX139355|Nigeria|2012-01-15	-1
KEXV01043881|Brazil|SaoPaulo|2016-01-15	-1
MH746263|Bulgaria|2008-01-15	-1
KEXV01014881|Brazil|SaoPaulo|2014-01-15	-1
KEXV01004855|Brazil|Bahia|2015-01-15	57
KEXV01039354|Brazil|RioDeJaneiro|2017-01-15	-1
KEXV01012312|Brazil|RioGrandeDoNorte|2014-01-15	-1
MN236584|Brazil|SaoPaulo|2015-01-15	157
JN196002|Brazil|SaoPaulo|SaoPaulo|2010-01-15	58
KEXV01045806|Brazil|SaoPaulo|2017-01-15	-1
KEXV01015203|Brazil|SaoPaulo|2014-01-15	-1
EU553015|Romania|2003-01-15	370
KY640129|Brazil|SaoPaulo|2015-01-15	150
KJ194820|Romania|2013-01-15	-1
KX888393|Brazil|MinasGerais|2015-01-15	-1
KJ194740|Romania|2012-01-15	-1
MH074446|Germany|2010-01-15	-1
KEXV01039739|Brazil|RioDeJaneiro|2017-01-15	-1
MF797275|Cameroon|2015-01-15	-1
JN010218|Spain|2009-01-15	-1
KF922088|Brazil|RioDeJaneiro|2005-01-15	-1
KEXV01035233|Brazil|MinasGerais|2017-01-15	-1
JX460126|UnitedStates|2008-01-15	-1
KEXV01015528|Brazil|SaoPaulo|2015-01-15	-1
FJ784210|Brazil|Goias|Goiania|2003-01-15	-1
KEXV01007486|Brazil|MinasGerais|2015-01-15	-1
KT427814|Brazil|SaoPaulo|2010-01-15	58
KEXV01032491|Brazil|Bahia|2017-01-15	6
KEXV01032398|Brazil|Bahia|2016-01-15	65
HQ667694|Italy|2009-01-15	-1
AY643251|Brazil|SaoPaulo|2003-01-15	175
KEXV01039429|Brazil|RioDeJaneiro|2017-01-15	-1
EU068351|Angola|2001-01-15	-1
KX838665|Brazil|SaoPaulo|2014-01-15	-1
KEXV01037072|Brazil|Pernambuco|2017-01-15	-1
KJ194756|Romania|2012-01-15	-1
DQ660131|Mozambique|2004-01-15	273
JX110185|Congo|2011-01-15	-1
KEXV01044850|Brazil|SaoPaulo|2016-01-15	-1
EU189712|Brazil|SaoPaulo|2005-01-15	-1
KEXV01036963|Brazil|Pernambuco|2016-01-15	191
KEXV01007253|Brazil|MinasGerais|2015-01-15	-1
KEXV01043682|Brazil|SaoPaulo|2016-01-15	-1
KEXV01015114|Brazil|SaoPaulo|2014-01-15	-1
KEXV01038499|Brazil|RioDeJaneiro|2016-01-15	-1
EU552962|Romania|2003-01-15	-1
MN235966|Brazil|SaoPaulo|2014-01-15	-1
KEXV01044335|Brazil|SaoPaulo|2016-01-15	-1
KEXV01031454|Brazil|Alagoas|2017-01-15	-1
KEXV01045938|Brazil|SaoPaulo|2017-01-15	-1
KJ194804|Romania|2012-01-15	-1
KEXV01007525|Brazil|MinasGerais|2015-01-15	93
KEXV01035531|Brazil|MatoGrossoDoSul|2016-01-15	-1
KX999959|Hungary|2014-01-15	-1
KEXV01039122|Brazil|RioDeJaneiro|2017-01-15	-1
KEXV01034929|Brazil|MinasGerais|2016-01-15	-1
KEXV01007308|Brazil|MinasGerais|2015-01-15	-1
KEXV01011952|Brazil|SaoPaulo|2015-01-15	-1
AB866302|Japan|2011-01-15	-1
FJ591236|Brazil|Parana|2004-01-15	-1
KJ883125|Spain|2012-01-15	-1
KEXV01036216|Brazil|Para|2017-01-15	-1
GU121198|Brazil|Bahia|FeiraDeSantana|2007-01-15	-1
EU552978|Romania|2003-01-15	-1
KP115394|Brazil|SaoPaulo|2012-01-15	-1
EU553090|Romania|2004-01-15	-1
KEXV01044761|Brazil|SaoPaulo|2016-01-15	-1
KEXV01037085|Brazil|Pernambuco|2017-01-15	-1
MG365869|Brazil|RioDeJaneiro|2009-01-15	-1
KEXV01039888|Brazil|RioGrandeDoNorte|2016-01-15	-1
KEXV01038083|Brazil|Parana|2017-01-15	-1
EU189727|Brazil|SaoPaulo|2006-01-15	210
MT741461|FrenchGuiana|2014-01-15	-1
MN237464|Brazil|SaoPaulo|2015-01-15	52
KEXV01032778|Brazil|Bahia|2017-01-15	-1
KT951012|Brazil|Bahia|VerificarCidade|2012-01-15	2
MN235951|Brazil|SaoPaulo|2014-01-15	-1
KEXV01037250|Brazil|Pernambuco|2017-01-15	-1
KEXV01032265|Brazil|Bahia|2016-01-15	-1
JQ083044|Romania|2007-01-15	-1
